order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at,created_at_day
1138,48,966,117,1,credit_card,3/4/2017 7:41,"Saturday, March 4, 2017"
1139,70,745,346,2,credit_card,3/18/2017 6:34,"Saturday, March 18, 2017"
1140,73,703,165,1,debit,3/18/2017 7:55,"Saturday, March 18, 2017"
1141,64,876,399,3,cash,3/27/2017 3:32,"Monday, March 27, 2017"
1142,19,874,163,1,cash,3/3/2017 5:27,"Friday, March 3, 2017"
1143,45,718,284,2,credit_card,3/24/2017 16:20,"Friday, March 24, 2017"
1144,3,946,296,2,debit,3/1/2017 10:00,"Wednesday, March 1, 2017"
1145,80,753,290,2,credit_card,3/6/2017 17:29,"Monday, March 6, 2017"
1146,76,925,310,2,cash,3/10/2017 11:40,"Friday, March 10, 2017"
1147,81,861,531,3,credit_card,3/13/2017 19:36,"Monday, March 13, 2017"
1148,46,712,166,1,credit_card,3/28/2017 23:57,"Tuesday, March 28, 2017"
1149,2,962,282,3,debit,3/24/2017 15:08,"Friday, March 24, 2017"
1150,13,722,320,2,debit,3/20/2017 11:30,"Monday, March 20, 2017"
1151,82,853,885,5,debit,3/24/2017 20:47,"Friday, March 24, 2017"
1152,90,737,712,4,debit,3/27/2017 13:35,"Monday, March 27, 2017"
1153,96,985,459,3,cash,3/7/2017 22:53,"Tuesday, March 7, 2017"
1154,97,923,324,2,cash,3/11/2017 1:04,"Saturday, March 11, 2017"
1155,2,970,188,2,credit_card,3/21/2017 10:32,"Tuesday, March 21, 2017"
1156,12,860,201,1,debit,3/23/2017 11:31,"Thursday, March 23, 2017"
1157,22,991,146,1,debit,3/21/2017 1:42,"Tuesday, March 21, 2017"
1158,88,959,352,2,credit_card,3/11/2017 5:56,"Saturday, March 11, 2017"
1159,24,786,420,3,credit_card,3/8/2017 12:51,"Wednesday, March 8, 2017"
1160,86,846,390,3,debit,3/18/2017 5:30,"Saturday, March 18, 2017"
1161,65,701,308,2,credit_card,3/9/2017 20:33,"Thursday, March 9, 2017"
1162,79,893,362,2,credit_card,3/14/2017 9:40,"Tuesday, March 14, 2017"
1163,17,974,176,1,debit,3/22/2017 22:16,"Wednesday, March 22, 2017"
1164,71,829,164,1,cash,3/1/2017 14:49,"Wednesday, March 1, 2017"
1165,41,854,118,1,credit_card,3/15/2017 21:34,"Wednesday, March 15, 2017"
1166,52,712,292,2,credit_card,3/3/2017 22:27,"Friday, March 3, 2017"
1167,86,786,260,2,debit,3/2/2017 5:24,"Thursday, March 2, 2017"
1168,1,738,158,1,debit,3/16/2017 0:21,"Thursday, March 16, 2017"
1169,81,868,354,2,debit,3/25/2017 6:06,"Saturday, March 25, 2017"
1170,97,948,162,1,credit_card,3/25/2017 7:03,"Saturday, March 25, 2017"
1171,53,888,112,1,debit,3/13/2017 11:28,"Monday, March 13, 2017"
1172,21,921,426,3,cash,3/3/2017 22:16,"Friday, March 3, 2017"
1173,43,708,181,1,debit,3/11/2017 1:30,"Saturday, March 11, 2017"
1174,40,996,322,2,credit_card,3/16/2017 21:31,"Thursday, March 16, 2017"
1175,70,720,346,2,credit_card,3/12/2017 18:27,"Sunday, March 12, 2017"
1176,46,839,498,3,credit_card,3/21/2017 18:59,"Tuesday, March 21, 2017"
1177,11,831,552,3,credit_card,3/23/2017 20:03,"Thursday, March 23, 2017"
1178,90,828,356,2,cash,3/8/2017 21:38,"Wednesday, March 8, 2017"
1179,91,922,160,1,credit_card,3/29/2017 2:59,"Wednesday, March 29, 2017"
1180,80,792,145,1,cash,3/27/2017 8:49,"Monday, March 27, 2017"
1181,89,975,588,3,debit,3/29/2017 14:28,"Wednesday, March 29, 2017"
1182,45,838,142,1,cash,3/1/2017 21:51,"Wednesday, March 1, 2017"
1183,22,830,438,3,cash,3/9/2017 2:33,"Thursday, March 9, 2017"
1184,55,969,513,3,debit,3/9/2017 15:08,"Thursday, March 9, 2017"
1185,40,962,161,1,debit,3/4/2017 4:17,"Saturday, March 4, 2017"
1186,84,979,459,3,debit,3/17/2017 3:42,"Friday, March 17, 2017"
1187,95,927,336,2,cash,3/2/2017 1:32,"Thursday, March 2, 2017"
1188,55,843,171,1,credit_card,3/28/2017 15:04,"Tuesday, March 28, 2017"
1189,86,857,260,2,debit,3/1/2017 3:47,"Wednesday, March 1, 2017"
1190,41,750,118,1,credit_card,3/27/2017 10:39,"Monday, March 27, 2017"
1191,1,734,316,2,debit,3/3/2017 3:40,"Friday, March 3, 2017"
1192,64,875,133,1,cash,3/19/2017 1:50,"Sunday, March 19, 2017"
1193,89,838,196,1,credit_card,3/11/2017 18:04,"Saturday, March 11, 2017"
1194,78,944,25725,1,debit,3/16/2017 16:38,"Thursday, March 16, 2017"
1195,12,950,201,1,debit,3/7/2017 16:21,"Tuesday, March 7, 2017"
1196,56,800,234,2,debit,3/11/2017 21:47,"Saturday, March 11, 2017"
1197,88,837,176,1,debit,3/22/2017 3:54,"Wednesday, March 22, 2017"
1198,3,998,296,2,debit,3/27/2017 16:50,"Monday, March 27, 2017"
1199,22,802,438,3,cash,3/11/2017 1:36,"Saturday, March 11, 2017"
1200,45,880,142,1,cash,3/20/2017 21:59,"Monday, March 20, 2017"
1201,77,992,312,2,credit_card,3/24/2017 15:38,"Friday, March 24, 2017"
1202,4,929,384,3,debit,3/30/2017 14:58,"Thursday, March 30, 2017"
1203,18,914,312,2,credit_card,3/1/2017 21:04,"Wednesday, March 1, 2017"
1204,54,792,133,1,debit,3/2/2017 8:48,"Thursday, March 2, 2017"
1205,78,970,25725,1,credit_card,3/17/2017 22:32,"Friday, March 17, 2017"
1206,83,891,258,2,cash,3/23/2017 4:06,"Thursday, March 23, 2017"
1207,12,721,402,2,debit,3/19/2017 13:15,"Sunday, March 19, 2017"
1208,77,944,156,1,credit_card,3/9/2017 4:14,"Thursday, March 9, 2017"
1209,99,815,585,3,debit,3/4/2017 13:48,"Saturday, March 4, 2017"
1210,10,897,444,3,credit_card,3/25/2017 14:09,"Saturday, March 25, 2017"
1211,100,765,111,1,debit,3/30/2017 8:31,"Thursday, March 30, 2017"
1212,75,859,256,2,cash,3/13/2017 19:33,"Monday, March 13, 2017"
1213,10,836,444,3,credit_card,3/2/2017 17:32,"Thursday, March 2, 2017"
1214,68,882,272,2,debit,3/29/2017 14:18,"Wednesday, March 29, 2017"
1215,7,793,224,2,debit,3/30/2017 1:57,"Thursday, March 30, 2017"
1216,14,765,116,1,debit,3/24/2017 4:56,"Friday, March 24, 2017"
1217,85,703,344,2,credit_card,3/6/2017 3:21,"Monday, March 6, 2017"
1218,82,759,708,4,debit,3/1/2017 5:38,"Wednesday, March 1, 2017"
1219,41,834,236,2,credit_card,3/14/2017 23:07,"Tuesday, March 14, 2017"
1220,22,756,438,3,credit_card,3/13/2017 20:34,"Monday, March 13, 2017"
1221,32,778,101,1,credit_card,3/10/2017 6:00,"Friday, March 10, 2017"
1222,64,733,133,1,credit_card,3/16/2017 9:11,"Thursday, March 16, 2017"
1223,67,767,131,1,credit_card,3/25/2017 16:02,"Saturday, March 25, 2017"
1224,22,905,292,2,cash,3/13/2017 11:46,"Monday, March 13, 2017"
1225,57,891,294,2,credit_card,3/17/2017 1:07,"Friday, March 17, 2017"
1226,48,784,234,2,credit_card,3/27/2017 16:28,"Monday, March 27, 2017"
1227,84,947,153,1,debit,3/29/2017 4:07,"Wednesday, March 29, 2017"
1228,44,921,288,2,credit_card,3/28/2017 13:44,"Tuesday, March 28, 2017"
1229,2,921,94,1,cash,3/10/2017 23:37,"Friday, March 10, 2017"
1230,37,802,284,2,debit,3/30/2017 19:29,"Thursday, March 30, 2017"
1231,25,873,130,1,debit,3/21/2017 15:08,"Tuesday, March 21, 2017"
1232,54,723,133,1,debit,3/28/2017 4:39,"Tuesday, March 28, 2017"
1233,66,981,161,1,cash,3/30/2017 17:30,"Thursday, March 30, 2017"
1234,68,931,272,2,debit,3/7/2017 3:41,"Tuesday, March 7, 2017"
1235,36,993,260,2,debit,3/26/2017 8:42,"Sunday, March 26, 2017"
1236,25,823,130,1,debit,3/28/2017 5:12,"Tuesday, March 28, 2017"
1237,23,803,156,1,cash,3/8/2017 4:19,"Wednesday, March 8, 2017"
1238,14,972,348,3,debit,3/5/2017 9:50,"Sunday, March 5, 2017"
1239,64,917,266,2,debit,3/14/2017 14:15,"Tuesday, March 14, 2017"
1240,71,985,328,2,credit_card,3/9/2017 12:53,"Thursday, March 9, 2017"
1241,20,953,127,1,cash,3/24/2017 10:12,"Friday, March 24, 2017"
1242,82,723,354,2,credit_card,3/22/2017 1:05,"Wednesday, March 22, 2017"
1243,71,938,164,1,debit,3/30/2017 4:50,"Thursday, March 30, 2017"
1244,94,920,134,1,cash,3/9/2017 10:46,"Thursday, March 9, 2017"
1245,23,999,312,2,debit,3/17/2017 11:37,"Friday, March 17, 2017"
1246,16,762,156,1,cash,3/15/2017 9:00,"Wednesday, March 15, 2017"
1247,10,763,296,2,debit,3/26/2017 8:47,"Sunday, March 26, 2017"
1248,89,722,196,1,cash,3/29/2017 5:07,"Wednesday, March 29, 2017"
1249,76,883,155,1,cash,3/25/2017 2:01,"Saturday, March 25, 2017"
1250,24,861,420,3,debit,3/6/2017 23:01,"Monday, March 6, 2017"
1251,50,959,386,2,cash,3/30/2017 19:44,"Thursday, March 30, 2017"
1252,95,995,504,3,cash,3/26/2017 2:36,"Sunday, March 26, 2017"
1253,52,784,146,1,cash,3/26/2017 6:08,"Sunday, March 26, 2017"
1254,68,930,272,2,debit,3/15/2017 20:51,"Wednesday, March 15, 2017"
1255,11,753,368,2,cash,3/4/2017 19:53,"Saturday, March 4, 2017"
1256,95,972,168,1,cash,3/4/2017 1:25,"Saturday, March 4, 2017"
1257,6,942,935,5,credit_card,3/12/2017 19:49,"Sunday, March 12, 2017"
1258,70,934,173,1,credit_card,3/7/2017 13:25,"Tuesday, March 7, 2017"
1259,38,725,190,1,debit,3/15/2017 9:57,"Wednesday, March 15, 2017"
1260,78,775,77175,3,credit_card,3/27/2017 9:27,"Monday, March 27, 2017"
1261,69,819,262,2,credit_card,3/1/2017 8:23,"Wednesday, March 1, 2017"
1262,73,791,330,2,debit,3/25/2017 17:44,"Saturday, March 25, 2017"
1263,5,791,142,1,credit_card,3/3/2017 4:12,"Friday, March 3, 2017"
1264,56,941,234,2,debit,3/21/2017 12:02,"Tuesday, March 21, 2017"
1265,57,715,294,2,debit,3/1/2017 2:31,"Wednesday, March 1, 2017"
1266,30,971,153,1,credit_card,3/2/2017 10:05,"Thursday, March 2, 2017"
1267,22,718,146,1,cash,3/11/2017 10:34,"Saturday, March 11, 2017"
1268,80,798,290,2,credit_card,3/1/2017 0:19,"Wednesday, March 1, 2017"
1269,59,771,356,2,debit,3/11/2017 12:45,"Saturday, March 11, 2017"
1270,67,992,524,4,credit_card,3/12/2017 11:43,"Sunday, March 12, 2017"
1271,57,743,294,2,cash,3/1/2017 5:37,"Wednesday, March 1, 2017"
1272,36,824,260,2,cash,3/5/2017 8:29,"Sunday, March 5, 2017"
1273,99,977,195,1,credit_card,3/3/2017 20:19,"Friday, March 3, 2017"
1274,20,809,254,2,debit,3/20/2017 0:14,"Monday, March 20, 2017"
1275,32,861,101,1,credit_card,3/26/2017 4:34,"Sunday, March 26, 2017"
1276,54,946,133,1,debit,3/4/2017 16:36,"Saturday, March 4, 2017"
1277,2,818,94,1,credit_card,3/9/2017 3:36,"Thursday, March 9, 2017"
1278,70,714,173,1,cash,3/18/2017 6:53,"Saturday, March 18, 2017"
1279,70,766,346,2,credit_card,3/15/2017 20:05,"Wednesday, March 15, 2017"
1280,92,871,180,2,cash,3/26/2017 16:56,"Sunday, March 26, 2017"
1281,57,980,147,1,credit_card,3/4/2017 19:29,"Saturday, March 4, 2017"
1282,82,871,177,1,cash,3/26/2017 23:37,"Sunday, March 26, 2017"
1283,99,936,195,1,debit,3/7/2017 20:24,"Tuesday, March 7, 2017"
1284,32,909,202,2,debit,3/1/2017 21:33,"Wednesday, March 1, 2017"
1285,98,981,266,2,cash,3/27/2017 10:59,"Monday, March 27, 2017"
1286,88,941,528,3,cash,3/28/2017 19:23,"Tuesday, March 28, 2017"
1287,91,774,160,1,debit,3/20/2017 1:49,"Monday, March 20, 2017"
1288,93,959,114,1,cash,3/7/2017 2:17,"Tuesday, March 7, 2017"
1289,32,901,101,1,cash,3/27/2017 17:51,"Monday, March 27, 2017"
1290,63,895,272,2,cash,3/22/2017 23:13,"Wednesday, March 22, 2017"
1291,1,711,316,2,cash,3/7/2017 20:01,"Tuesday, March 7, 2017"
1292,18,945,468,3,credit_card,3/13/2017 14:18,"Monday, March 13, 2017"
1293,81,727,177,1,cash,3/16/2017 7:46,"Thursday, March 16, 2017"
1294,29,993,326,2,credit_card,3/1/2017 16:56,"Wednesday, March 1, 2017"
1295,96,991,153,1,credit_card,3/6/2017 12:44,"Monday, March 6, 2017"
1296,15,983,153,1,debit,3/16/2017 23:41,"Thursday, March 16, 2017"
1297,19,707,163,1,credit_card,3/29/2017 23:20,"Wednesday, March 29, 2017"
1298,62,852,160,1,debit,3/6/2017 7:33,"Monday, March 6, 2017"
1299,31,858,516,4,cash,3/1/2017 6:17,"Wednesday, March 1, 2017"
1300,81,965,354,2,credit_card,3/9/2017 23:25,"Thursday, March 9, 2017"
1301,14,743,116,1,debit,3/22/2017 19:05,"Wednesday, March 22, 2017"
1302,73,873,165,1,debit,3/8/2017 17:51,"Wednesday, March 8, 2017"
1303,30,948,459,3,debit,3/12/2017 7:04,"Sunday, March 12, 2017"
1304,39,783,268,2,cash,3/13/2017 6:40,"Monday, March 13, 2017"
1305,51,931,187,1,debit,3/12/2017 10:37,"Sunday, March 12, 2017"
1306,76,987,465,3,cash,3/30/2017 6:51,"Thursday, March 30, 2017"
1307,52,809,584,4,cash,3/22/2017 17:40,"Wednesday, March 22, 2017"
1308,85,957,344,2,cash,3/16/2017 3:39,"Thursday, March 16, 2017"
1309,24,940,420,3,credit_card,3/24/2017 0:53,"Friday, March 24, 2017"
1310,23,940,312,2,debit,3/8/2017 2:51,"Wednesday, March 8, 2017"
1311,72,894,160,1,debit,3/18/2017 8:35,"Saturday, March 18, 2017"
1312,66,984,322,2,credit_card,3/25/2017 8:32,"Saturday, March 25, 2017"
1313,82,927,531,3,credit_card,3/20/2017 8:32,"Monday, March 20, 2017"
1314,29,827,163,1,cash,3/25/2017 17:39,"Saturday, March 25, 2017"
1315,89,741,588,3,cash,3/19/2017 11:00,"Sunday, March 19, 2017"
1316,86,763,260,2,cash,3/6/2017 1:32,"Monday, March 6, 2017"
1317,80,968,145,1,debit,3/2/2017 7:51,"Thursday, March 2, 2017"
1318,18,852,312,2,cash,3/23/2017 8:41,"Thursday, March 23, 2017"
1319,94,958,402,3,cash,3/9/2017 19:36,"Thursday, March 9, 2017"
1320,49,763,258,2,debit,3/5/2017 22:21,"Sunday, March 5, 2017"
1321,6,871,187,1,cash,3/28/2017 14:52,"Tuesday, March 28, 2017"
1322,53,971,224,2,cash,3/22/2017 18:23,"Wednesday, March 22, 2017"
1323,48,767,351,3,cash,3/14/2017 4:11,"Tuesday, March 14, 2017"
1324,91,788,320,2,credit_card,3/29/2017 11:22,"Wednesday, March 29, 2017"
1325,14,838,116,1,cash,3/13/2017 8:08,"Monday, March 13, 2017"
1326,61,835,316,2,credit_card,3/14/2017 6:57,"Tuesday, March 14, 2017"
1327,9,944,354,3,credit_card,3/17/2017 15:46,"Friday, March 17, 2017"
1328,11,716,368,2,cash,3/29/2017 17:56,"Wednesday, March 29, 2017"
1329,26,736,704,4,debit,3/5/2017 23:22,"Sunday, March 5, 2017"
1330,27,709,338,2,debit,3/19/2017 2:42,"Sunday, March 19, 2017"
1331,97,706,162,1,cash,3/18/2017 22:24,"Saturday, March 18, 2017"
1332,13,788,320,2,credit_card,3/10/2017 6:28,"Friday, March 10, 2017"
1333,19,829,163,1,cash,3/13/2017 1:42,"Monday, March 13, 2017"
1334,79,844,181,1,credit_card,3/7/2017 3:19,"Tuesday, March 7, 2017"
1335,13,764,160,1,cash,3/17/2017 14:42,"Friday, March 17, 2017"
1336,34,733,244,2,cash,3/22/2017 17:32,"Wednesday, March 22, 2017"
1337,54,811,133,1,cash,3/24/2017 20:50,"Friday, March 24, 2017"
1338,62,705,480,3,debit,3/18/2017 7:30,"Saturday, March 18, 2017"
1339,87,777,149,1,cash,3/17/2017 2:43,"Friday, March 17, 2017"
1340,83,747,387,3,cash,3/24/2017 15:13,"Friday, March 24, 2017"
1341,32,808,202,2,credit_card,3/1/2017 14:33,"Wednesday, March 1, 2017"
1342,32,967,202,2,cash,3/9/2017 14:53,"Thursday, March 9, 2017"
1343,84,821,459,3,debit,3/18/2017 6:35,"Saturday, March 18, 2017"
1344,39,953,402,3,credit_card,3/8/2017 20:11,"Wednesday, March 8, 2017"
1345,33,897,519,3,cash,3/7/2017 21:57,"Tuesday, March 7, 2017"
1346,69,914,262,2,credit_card,3/26/2017 11:50,"Sunday, March 26, 2017"
1347,100,764,444,4,cash,3/20/2017 1:51,"Monday, March 20, 2017"
1348,86,943,130,1,credit_card,3/9/2017 22:27,"Thursday, March 9, 2017"
1349,13,784,480,3,credit_card,3/23/2017 4:41,"Thursday, March 23, 2017"
1350,59,761,356,2,cash,3/4/2017 23:12,"Saturday, March 4, 2017"
1351,59,843,178,1,cash,3/2/2017 3:12,"Thursday, March 2, 2017"
1352,72,757,320,2,cash,3/15/2017 15:38,"Wednesday, March 15, 2017"
1353,86,716,390,3,debit,3/15/2017 23:17,"Wednesday, March 15, 2017"
1354,50,700,579,3,cash,3/7/2017 18:00,"Tuesday, March 7, 2017"
1355,83,755,129,1,debit,3/29/2017 0:02,"Wednesday, March 29, 2017"
1356,20,980,381,3,cash,3/17/2017 12:30,"Friday, March 17, 2017"
1357,22,770,292,2,cash,3/19/2017 17:50,"Sunday, March 19, 2017"
1358,33,848,519,3,cash,3/29/2017 23:33,"Wednesday, March 29, 2017"
1359,3,728,148,1,cash,3/16/2017 10:51,"Thursday, March 16, 2017"
1360,67,872,131,1,cash,3/3/2017 12:26,"Friday, March 3, 2017"
1361,27,920,338,2,credit_card,3/26/2017 12:23,"Sunday, March 26, 2017"
1362,38,846,570,3,cash,3/21/2017 19:25,"Tuesday, March 21, 2017"
1363,42,607,704000,2000,credit_card,3/15/2017 4:00,"Wednesday, March 15, 2017"
1364,88,942,176,1,credit_card,3/18/2017 13:52,"Saturday, March 18, 2017"
1365,42,797,1760,5,cash,3/10/2017 6:28,"Friday, March 10, 2017"
1366,20,790,254,2,debit,3/8/2017 0:05,"Wednesday, March 8, 2017"
1367,59,977,178,1,cash,3/7/2017 20:41,"Tuesday, March 7, 2017"
1368,42,926,1408,4,cash,3/13/2017 2:38,"Monday, March 13, 2017"
1369,97,943,486,3,credit_card,3/1/2017 13:31,"Wednesday, March 1, 2017"
1370,66,979,161,1,cash,3/27/2017 12:37,"Monday, March 27, 2017"
1371,97,919,162,1,credit_card,3/2/2017 18:31,"Thursday, March 2, 2017"
1372,72,707,480,3,cash,3/5/2017 1:01,"Sunday, March 5, 2017"
1373,83,884,129,1,debit,3/2/2017 9:41,"Thursday, March 2, 2017"
1374,65,880,308,2,debit,3/21/2017 4:44,"Tuesday, March 21, 2017"
1375,97,789,486,3,cash,3/11/2017 4:54,"Saturday, March 11, 2017"
1376,71,924,328,2,credit_card,3/2/2017 21:04,"Thursday, March 2, 2017"
1377,53,778,112,1,debit,3/14/2017 12:39,"Tuesday, March 14, 2017"
1378,1,889,158,1,debit,3/27/2017 19:10,"Monday, March 27, 2017"
1379,17,852,528,3,credit_card,3/5/2017 23:15,"Sunday, March 5, 2017"
1380,53,913,112,1,credit_card,3/19/2017 2:56,"Sunday, March 19, 2017"
1381,49,967,129,1,cash,3/6/2017 20:21,"Monday, March 6, 2017"
1382,8,996,132,1,cash,3/23/2017 17:01,"Thursday, March 23, 2017"
1383,69,751,262,2,debit,3/7/2017 17:18,"Tuesday, March 7, 2017"
1384,27,819,338,2,credit_card,3/16/2017 22:02,"Thursday, March 16, 2017"
1385,78,867,25725,1,cash,3/17/2017 16:38,"Friday, March 17, 2017"
1386,5,863,568,4,credit_card,3/26/2017 22:26,"Sunday, March 26, 2017"
1387,38,981,190,1,credit_card,3/2/2017 7:24,"Thursday, March 2, 2017"
1388,97,969,162,1,credit_card,3/29/2017 23:52,"Wednesday, March 29, 2017"
1389,63,738,272,2,debit,3/27/2017 20:49,"Monday, March 27, 2017"
1390,56,868,234,2,cash,3/27/2017 7:34,"Monday, March 27, 2017"
1391,15,935,153,1,credit_card,3/2/2017 3:23,"Thursday, March 2, 2017"
1392,62,811,480,3,credit_card,3/19/2017 9:48,"Sunday, March 19, 2017"
1393,32,867,101,1,cash,3/29/2017 21:58,"Wednesday, March 29, 2017"
1394,84,858,306,2,debit,3/20/2017 2:54,"Monday, March 20, 2017"
1395,44,810,144,1,credit_card,3/15/2017 4:33,"Wednesday, March 15, 2017"
1396,80,945,435,3,debit,3/10/2017 8:02,"Friday, March 10, 2017"
1397,65,853,308,2,cash,3/2/2017 19:32,"Thursday, March 2, 2017"
1398,52,874,146,1,debit,3/8/2017 16:47,"Wednesday, March 8, 2017"
1399,86,749,130,1,debit,3/21/2017 2:41,"Tuesday, March 21, 2017"
1400,67,886,262,2,credit_card,3/10/2017 10:37,"Friday, March 10, 2017"
1401,30,981,153,1,cash,3/24/2017 8:29,"Friday, March 24, 2017"
1402,36,705,260,2,debit,3/16/2017 4:34,"Thursday, March 16, 2017"
1403,9,790,118,1,debit,3/1/2017 21:55,"Wednesday, March 1, 2017"
1404,41,845,236,2,debit,3/7/2017 2:05,"Tuesday, March 7, 2017"
1405,93,998,114,1,credit_card,3/17/2017 16:52,"Friday, March 17, 2017"
1406,70,844,346,2,credit_card,3/11/2017 8:39,"Saturday, March 11, 2017"
1407,17,985,704,4,credit_card,3/5/2017 16:07,"Sunday, March 5, 2017"
1408,7,915,112,1,credit_card,3/16/2017 23:00,"Thursday, March 16, 2017"
1409,16,807,156,1,cash,3/7/2017 4:04,"Tuesday, March 7, 2017"
1410,100,972,444,4,credit_card,3/21/2017 13:33,"Tuesday, March 21, 2017"
1411,97,832,162,1,debit,3/13/2017 4:40,"Monday, March 13, 2017"
1412,50,905,386,2,cash,3/14/2017 0:45,"Tuesday, March 14, 2017"
1413,93,818,114,1,cash,3/10/2017 10:30,"Friday, March 10, 2017"
1414,9,967,118,1,cash,3/6/2017 20:46,"Monday, March 6, 2017"
1415,60,923,177,1,credit_card,3/11/2017 3:40,"Saturday, March 11, 2017"
1416,80,911,290,2,debit,3/9/2017 2:49,"Thursday, March 9, 2017"
1417,4,718,384,3,credit_card,3/21/2017 8:11,"Tuesday, March 21, 2017"
1418,89,874,588,3,cash,3/4/2017 11:07,"Saturday, March 4, 2017"
1419,24,971,420,3,credit_card,3/12/2017 21:57,"Sunday, March 12, 2017"
1420,78,912,25725,1,cash,3/30/2017 12:23,"Thursday, March 30, 2017"
1421,5,894,284,2,cash,3/26/2017 9:38,"Sunday, March 26, 2017"
1422,77,975,312,2,debit,3/13/2017 16:38,"Monday, March 13, 2017"
1423,30,965,306,2,debit,3/12/2017 1:53,"Sunday, March 12, 2017"
1424,41,793,118,1,cash,3/8/2017 2:13,"Wednesday, March 8, 2017"
1425,61,744,316,2,cash,3/15/2017 10:49,"Wednesday, March 15, 2017"
1426,98,740,133,1,cash,3/16/2017 22:21,"Thursday, March 16, 2017"
1427,53,942,336,3,credit_card,3/11/2017 22:00,"Saturday, March 11, 2017"
1428,58,965,552,4,credit_card,3/18/2017 9:57,"Saturday, March 18, 2017"
1429,15,784,459,3,credit_card,3/28/2017 20:31,"Tuesday, March 28, 2017"
1430,30,812,459,3,credit_card,3/29/2017 3:23,"Wednesday, March 29, 2017"
1431,7,830,112,1,debit,3/25/2017 16:08,"Saturday, March 25, 2017"
1432,19,882,326,2,credit_card,3/28/2017 3:45,"Tuesday, March 28, 2017"
1433,81,879,354,2,cash,3/2/2017 9:22,"Thursday, March 2, 2017"
1434,15,966,306,2,credit_card,3/27/2017 20:46,"Monday, March 27, 2017"
1435,23,861,312,2,cash,3/27/2017 23:03,"Monday, March 27, 2017"
1436,96,743,459,3,cash,3/23/2017 2:21,"Thursday, March 23, 2017"
1437,42,607,704000,2000,credit_card,3/11/2017 4:00,"Saturday, March 11, 2017"
1438,5,872,284,2,debit,3/9/2017 8:30,"Thursday, March 9, 2017"
1439,50,728,386,2,credit_card,3/9/2017 8:16,"Thursday, March 9, 2017"
1440,37,736,426,3,credit_card,3/30/2017 19:53,"Thursday, March 30, 2017"
1441,69,768,262,2,cash,3/19/2017 2:56,"Sunday, March 19, 2017"
1442,39,723,134,1,debit,3/1/2017 0:26,"Wednesday, March 1, 2017"
1443,47,822,290,2,debit,3/30/2017 15:08,"Thursday, March 30, 2017"
1444,51,780,561,3,cash,3/12/2017 23:18,"Sunday, March 12, 2017"
1445,23,916,156,1,credit_card,3/8/2017 16:03,"Wednesday, March 8, 2017"
1446,3,871,148,1,debit,3/3/2017 6:00,"Friday, March 3, 2017"
1447,48,806,351,3,debit,3/23/2017 19:16,"Thursday, March 23, 2017"
1448,20,728,127,1,credit_card,3/29/2017 12:17,"Wednesday, March 29, 2017"
1449,27,913,338,2,credit_card,3/27/2017 21:41,"Monday, March 27, 2017"
1450,40,905,322,2,debit,3/16/2017 14:12,"Thursday, March 16, 2017"
1451,66,894,161,1,cash,3/10/2017 10:44,"Friday, March 10, 2017"
1452,57,756,294,2,credit_card,3/10/2017 2:19,"Friday, March 10, 2017"
1453,78,812,25725,1,credit_card,3/17/2017 18:09,"Friday, March 17, 2017"
1454,6,967,561,3,credit_card,3/3/2017 9:20,"Friday, March 3, 2017"
1455,2,978,94,1,credit_card,3/7/2017 23:04,"Tuesday, March 7, 2017"
1456,62,821,640,4,credit_card,3/11/2017 5:54,"Saturday, March 11, 2017"
1457,20,935,254,2,cash,3/9/2017 8:26,"Thursday, March 9, 2017"
1458,79,890,181,1,credit_card,3/7/2017 15:01,"Tuesday, March 7, 2017"
1459,94,779,134,1,debit,3/9/2017 19:36,"Thursday, March 9, 2017"
1460,23,761,468,3,debit,3/10/2017 3:31,"Friday, March 10, 2017"
1461,70,954,173,1,cash,3/28/2017 0:22,"Tuesday, March 28, 2017"
1462,27,876,169,1,credit_card,3/16/2017 21:38,"Thursday, March 16, 2017"
1463,7,791,224,2,debit,3/14/2017 16:06,"Tuesday, March 14, 2017"
1464,19,747,489,3,cash,3/26/2017 14:07,"Sunday, March 26, 2017"
1465,4,766,128,1,debit,3/22/2017 23:36,"Wednesday, March 22, 2017"
1466,8,971,264,2,debit,3/19/2017 1:06,"Sunday, March 19, 2017"
1467,65,710,616,4,credit_card,3/13/2017 7:39,"Monday, March 13, 2017"
1468,7,745,112,1,cash,3/14/2017 2:32,"Tuesday, March 14, 2017"
1469,83,964,258,2,debit,3/5/2017 18:37,"Sunday, March 5, 2017"
1470,15,729,153,1,cash,3/26/2017 14:30,"Sunday, March 26, 2017"
1471,90,793,356,2,debit,3/7/2017 2:05,"Tuesday, March 7, 2017"
1472,42,907,1408,4,debit,3/12/2017 23:00,"Sunday, March 12, 2017"
1473,69,922,131,1,debit,3/24/2017 20:49,"Friday, March 24, 2017"
1474,67,773,131,1,debit,3/4/2017 11:47,"Saturday, March 4, 2017"
1475,21,815,142,1,cash,3/30/2017 23:26,"Thursday, March 30, 2017"
1476,43,842,181,1,cash,3/17/2017 23:03,"Friday, March 17, 2017"
1477,41,894,354,3,credit_card,3/28/2017 12:51,"Tuesday, March 28, 2017"
1478,34,870,122,1,credit_card,3/30/2017 8:21,"Thursday, March 30, 2017"
1479,16,774,156,1,debit,3/22/2017 20:09,"Wednesday, March 22, 2017"
